-- Logs begin at Thu 2016-10-27 16:09:44 UTC, end at Thu 2016-10-27 16:25:19 UTC. --
Oct 27 16:21:11 managesf systemd[1]: Started Zuul Server Service.
Oct 27 16:21:11 managesf systemd[1]: Starting Zuul Server Service...
Oct 27 16:24:33 managesf zuul-server[21124]: 2016-10-27 16:24:33,074 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:33 managesf zuul-server[21124]: 2016-10-27 16:24:33,076 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7550 type: WORK_DATA handle: H:192.168.122.10:2>
Oct 27 16:24:33 managesf zuul-server[21124]: 2016-10-27 16:24:33,076 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7550 type: WORK_DATA handle: H:192.168.122.10:2>
Oct 27 16:24:33 managesf zuul-server[21124]: 2016-10-27 16:24:33,076 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:33 managesf zuul-server[21124]: 2016-10-27 16:24:33,076 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7590 type: WORK_STATUS handle: H:192.168.122.10:2>
Oct 27 16:24:33 managesf zuul-server[21124]: 2016-10-27 16:24:33,077 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7590 type: WORK_STATUS handle: H:192.168.122.10:2>
Oct 27 16:24:33 managesf zuul-server[21124]: 2016-10-27 16:24:33,077 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:33 managesf zuul-server[21124]: 2016-10-27 16:24:33,077 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:33 managesf zuul-server[21124]: 2016-10-27 16:24:33,077 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:33 managesf zuul-server[21124]: 2016-10-27 16:24:33,078 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:33 managesf zuul-server[21124]: 2016-10-27 16:24:33,078 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:33 managesf zuul-server[21124]: 2016-10-27 16:24:33,078 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,053 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,053 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7590 type: WORK_COMPLETE handle: H:192.168.122.10:2>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,054 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7590 type: WORK_COMPLETE handle: H:192.168.122.10:2>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,054 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,054 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec74d0 type: GRAB_JOB_UNIQ>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,054 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7590 type: NO_JOB>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,054 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,055 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,055 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,055 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,055 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,055 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,060 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,061 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec74d0 type: PRE_SLEEP>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,061 DEBUG gear.ServerConnection: Setting state to: SLEEP
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,061 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,061 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,062 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,167 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,168 INFO gear.Server: Received packet from <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec74d0 type: SUBMIT_JOB_LOW function: set_description:managesf.sftests.com unique: ad161136adfc4905a4b6469fa779ae57>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,168 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7650 type: JOB_CREATED handle: H:192.168.122.10:3>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,168 DEBUG gear.ServerConnection: Setting state to: AWAKE
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,168 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec7710 type: NOOP>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,169 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,169 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,169 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,171 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,172 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec74d0 type: GRAB_JOB_UNIQ>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,172 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec7650 type: JOB_ASSIGN_UNIQ handle: H:192.168.122.10:3 function: set_description:managesf.sftests.com unique: ad161136adfc4905a4b6469fa779ae57>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,172 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,173 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,173 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,200 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,201 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec74d0 type: WORK_COMPLETE handle: H:192.168.122.10:3>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,201 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec74d0 type: WORK_COMPLETE handle: H:192.168.122.10:3>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,201 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,201 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,202 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,206 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,206 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec74d0 type: GRAB_JOB_UNIQ>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,206 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec7590 type: NO_JOB>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,207 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,207 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,207 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,211 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,212 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec74d0 type: PRE_SLEEP>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,212 DEBUG gear.ServerConnection: Setting state to: SLEEP
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,212 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,213 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:37 managesf zuul-server[21124]: 2016-10-27 16:24:37,213 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,464 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,465 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>: <gear.Packet 0x1ec74d0 type: SUBMIT_JOB function: merger:merge unique: 6f963701fedc40299c5e93808892bb8b>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,465 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>: <gear.Packet 0x1ec7650 type: JOB_CREATED handle: H:192.168.122.10:4>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,465 DEBUG gear.ServerConnection: Setting state to: AWAKE
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,466 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec75d0 type: NOOP>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,466 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,466 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,467 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,472 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,472 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec74d0 type: GRAB_JOB_UNIQ>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,473 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec7650 type: JOB_ASSIGN_UNIQ handle: H:192.168.122.10:4 function: merger:merge unique: 6f963701fedc40299c5e93808892bb8b>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,473 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,473 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,473 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,986 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,986 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec74d0 type: WORK_COMPLETE handle: H:192.168.122.10:4>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,987 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>: <gear.Packet 0x1ec74d0 type: WORK_COMPLETE handle: H:192.168.122.10:4>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,987 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,987 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,987 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,991 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,991 INFO gear.Server: Received packet from <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec74d0 type: SUBMIT_JOB function: build:config-check unique: 38a84e7fffae4adb9faf6c8c4d15ec2a>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,991 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7710 type: JOB_CREATED handle: H:192.168.122.10:5>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,992 DEBUG gear.ServerConnection: Setting state to: AWAKE
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,992 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7690 type: NOOP>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,992 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,992 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,992 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,993 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:47 managesf zuul-server[21124]: 2016-10-27 16:24:47,993 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec74d0 type: GRAB_JOB_UNIQ>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:47,994 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7710 type: JOB_ASSIGN_UNIQ handle: H:192.168.122.10:5 function: build:config-check unique: 38a84e7fffae4adb9faf6c8c4d15ec2a>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:47,994 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:47,994 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:47,995 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,010 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,010 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec74d0 type: WORK_DATA handle: H:192.168.122.10:5>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,011 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec74d0 type: WORK_DATA handle: H:192.168.122.10:5>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,011 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,011 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7650 type: WORK_STATUS handle: H:192.168.122.10:5>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,011 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7650 type: WORK_STATUS handle: H:192.168.122.10:5>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,011 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,012 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,012 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,025 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,026 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec7650 type: GRAB_JOB_UNIQ>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,026 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec7710 type: NO_JOB>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,026 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,026 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,027 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,031 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,031 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec7650 type: PRE_SLEEP>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,031 DEBUG gear.ServerConnection: Setting state to: SLEEP
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,031 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,032 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:48 managesf zuul-server[21124]: 2016-10-27 16:24:48,032 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,338 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,340 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7650 type: WORK_COMPLETE handle: H:192.168.122.10:5>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,340 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7650 type: WORK_COMPLETE handle: H:192.168.122.10:5>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,340 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,341 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7590 type: GRAB_JOB_UNIQ>
